STATION_ID
USC00397326
US1NYHM0001
US1INMR0053
US1NDCS0067
US1AZYV0040
US1MNSH0018
US1SCPC0058
US1GADK0002
US1KSDK0067
US1MOKN0003
US1ILMD0042
US1LABS0003
US1SDBH0010
US1MEYK0041
US1NMBR0176
US1AKFN0011
USC00201780
USC00276368
USC00243113
US1WVTC0005
US1WVRL0006
USC00104455
US1OKOK0119
USC00243557
US1OKPT0018
USS0051K14S
USS0049T03S
USC00242827
USC00446626
USC00446999
USC00276856
USC00117345
USR0000CROD
USC00447338
US1TXHYS196
US1WVNC0004
USC00446161
USS0010J18S
USC00275868
US1MOWT0016
USC00391740
USR0000CROS
US1MEPN0010
USS0050L02S
US1ILHN0009
US1TXHYS188
US1OKNB0007
US1MEHN0002
USW00013978
US1WVPR0011
US1MEHN0064
US1WVPN0001
USC00256290
USW00023186
US1TXHYS316
USR0000CSUF
USC00256365
USC00392647
USC00392429
USC00200497
US1MSCR0001
US1FLVL0087
USW00023174
USC00412114
US1NCRT0017
US1IAJH0050
US1MEPN0047
US1MEHN0011
US1FLSW0001
US1MSCH0006
US1FLVL0063
US1TXHYS244
US1NCRG0030
US1WASN0131
USC00510123
US1IAMT0001
US1IAJH0061
US1SDPN0021
US1MIMD0015
US1MIMB0084
US1MNPP0022
US1NYAB0032
US1MEOX0034
US1ILGY0034
US1TXHYS228
US1TXHYS239
US1CASD0184
US1NVWH0180
US1CASD0120
US1OKOK0110
USW00024163
US1CASD0230
USC00242689
US1MEKB0053
USW00023184
US1MSCT0005
US1FLVL0082
US1NYAL0011
US1OKPW0005
US1CAHM0159
US1IAPK0003
USW00093812
USC00248430
US1NJHD0023
USC00033831
US1AZMR0591
US1WIPK0026
USC00242812
US1MEKB0010
USR0000CSNL
US1FLVL0081
US1MSAM0004
USR0000ACOT
USC00256454
US1OKTL0010
US1ILHY0025
US1TXHYS250
USR0000CSHQ
US1MOWR0007
US1OKRG0025
USS0064P01S
US1TXHYS297
US1NYBM0059
US1CAHM0170
USC00248380
USC00146435
US1IALN0062
US1CAKG0003
US1MAMD0182
US1MAMD0202
US1NCSM0008
US1IAMD0006
US1MAMD0004
USC00508584
USC00033704
USC00508183
USC00508505
US1SDMR0012
US1WIPC0025
US1IAJN0019
US1IAJS0010
USC00419417
USC00147965
USS0063P02S
USW00000103
US1NCRT0028
USC00412266
USC00033132
US1SDMP0009
US1IALE0003
US1MAMD0107
USC00025412
USC00034548
US1CAHM0191
US1TXBLC028
USC00025700
USC00148027
USC00147968
USC00148038
US1WAWC0052
US1NJMD0045
USW00093831
US1WAWC0068
US1NJMD0063
US1MIMG0019
USC00148061
USS0044Q07S
US1CALA0014
US1MIKW0001
US1CALA0001
USC00146573
US1MIMC0005
USC00475352
US1FLPB0081
US1FLPK0078
USC00468662
USC00467552
USC00295150
US1INDB0018
USC00294862
US1WIKW0009
US1MDCH0041
USW00053123
US1ORLC0054
USC00032544
USC00411736
US1MNTD0014
US1FLPK0087
US1ORMN0050
US1IASR0008
USC00306480
US1SCKR0029
USC00417215
US1KYGV0007
US1NYER0063
US1TXDA0111
US1TXBRT136
US1TXBRT096
USW00093134
US1SCHR0156
US1MNTD0012
USS0005K05S
US1OHDR0036
USW00003012
US1COJF0386
US1CASD0207
US1OKOK0107
US1IALN0066
USC00247864
US1OKPN0009
US1TXJJ0018
US1MEPN0059
US1TXHYS251
US1TXHYS256
US1MOWH0004
US1NYBM0023
US1NCRT0015
US1NJGL0058
US1TXBEL057
US1WAST0011
USC00023448
US1NCSK0014
US1NCSM0011
US1MAMD0160
US1NCSK0016
US1MAMD0173
USC00248087
US1AZMR0583
US1MAMD0025
USW00054786
US1WIOZ0033
US1SDPN0043
US1SDPN0048
US1IALC0010
US1AZMR0596
USC00509314
USC00419380
US1WASP0064
US1NCRW0023
US1CAHM0185
US1IAMN0002
USS0022G06S
US1MAMD0104
US1MAMD0085
USC00245791
USC00245961
USW00093842
US1NJMD0024
US1ILCP0159
US1CAMA0002
US1WAWC0076
US1TXBND030
USW00024166
US1TXBND033
USC00419532
USW00003847
US1MILL0008
US1NJHN0018
USC00023828
US1CALA0060
US1MIMB0007
US1WATH0031
US1IAPK0088
US1CAKN0022
US1CAKN0036
US1IAPK0095
US1IAPK0094
US1TXBEL088
US1CALA0036
US1CALA0038
US1MIKZ0009
USC00147248
US1NJMC0027
USC00511125
US1CALA0138
US1CALK0009
US1CALK0006
US1NJHN0025
US1MIMB0065
US1NJHN0048
US1CALA0092
US1CALA0123
US1MNSR0048
US1MNSR0043
US1WIMW0004
US1FLPB0129
US1MNSR0065
US1FLPB0080
USS0010E09S
USC00468191
US1MNSR0029
USW00003062
US1WIMT0014
US1WIMR0007
USS0010F15S
US1AZMR0245
US1FLPK0076
US1MNSV0013
USW00003104
US1AZMR0057
US1MNRC0056
USC00297180
US1MNSV0003
US1WIMW0023
US1HIHI0082
USW00013925
US1WILC0030
USC00095205
US1WIKN0033
USW00027515
US1HIHI0047
US1MDCR0007
US1ORLN0006
US1ORLN0016
US1WILF0010
US1SDMH0046
USC00247448
USS0010G02S
US1NCPN0021
US1NCPM0003
US1WIOZ0009
US1MAHS0045
US1NCPR0019
US1WIOG0015
US1SDMH0115
USC00210018
US1AZMR0382
US1MNRM0116
US1FLPN0071
US1ORLN0066
USS0010F17S
USC00175460
US1MNRM0161
USW00054777
US1FLPN0133
US1FLPN0122
US1ORMT0016
USC00031968
US1ORMN0047
US1MNRM0149
US1MNRM0147
US1ORMN0016
US1FLPN0094
US1SCLN0025
US1TXCOO010
US1SCLR0030
USW00094971
US1NCAL0041
US1IASR0053
US1AZYV0175
US1TXMDN036
USC00215989
USS0005J46S
US1SCHR0171
US1ILVR0033
US1TXMDN018
US1SCJS0013
USC00396304
US1MDMG0055
US1NYER0166
US1NYER0158
US1TXDN0054
US1CAAM0013
US1CAAL0065
USC00417206
US1CABT0008
US1IAWB0017
US1VTCL0046
US1KYJF0072
USC00486845
US1IAVB0008
USC00268186
US1OHER0048
US1NMSF0150
US1WISB0012
US1WISB0010
USC00241313
US1TXBRT165
US1ILRI0024
USC00045915
USS0015H14S
US1COOR0029
US1TXBRT135
US1COBO0072
USC00241081
USW00093953
USS0015J12S
USW00000477
US1MNML0022
US1MNMC0021
US1TXMCL014
USR0000MBSM
USW00003030
US1SCHM0007
US1ILSG0017
USC00046377
USW00003038
USW00003035
US1NMSJ0006
US1TXLT0013
US1MNBK0010
US1TXCLN001
