station_id,lat,lng,elevation_m,state,station_name,city
US10adam057,40.6607,-98.5535,616.0,NE,PROSSER 2.2 SE,Prosser
US10chas025,40.4213,-101.7182,1015.9,NE,CHAMPION 3.7 SSE,Champion
US10chey064,41.2077,-103.2092,1330.1,NE,POTTER 5.6 E,Potter
US10chey065,41.1936,-102.9917,1330.1,NE,SIDNEY 3.6 NNW,Sidney
US10doug035,41.269,-96.116,385.6,NE,OMAHA 9.3 W,Omaha
US10doug036,41.3114,-96.1412,378.0,NE,OMAHA 11.2 WNW,Omaha
US10fran006,40.2623,-99.1075,679.1,NE,HILDRETH 6.1 SW,Hildreth
US10furn022,40.3083,-99.9056,719.9,NE,ARAPAHOE 0.4 NW,Arapahoe
US10holt024,42.7982,-98.6506,630.0,NE,SPENCER 5.9 SE,Spencer
US10jeff005,40.1518,-97.3339,463.9,NE,FAIRBURY 8.1 W,Fairbury
US10nuck011,40.2049,-98.2053,572.1,NE,LAWRENCE 6.7 SSE,Lawrence
US10sali007,40.5891,-97.2546,454.2,NE,FRIEND 4.8 SSE,Friend
US1AKAB0021,61.3122,-149.4958,243.5,AK,EAGLE RIVER 2.6 ESE,Eagle
US1AKAB0038,61.2272,-149.4401,657.1,AK,EAGLE RIVER 7.8 SE,Eagle
US1AKAB0051,61.213,-149.7649,68.3,AK,ANCHORAGE 4.5 E,Anchorage
US1AKAB0052,61.1529,-149.9346,35.4,AK,ANCHORAGE 4.7 SSW,Anchorage
US1AKAB0060,61.1888,-149.9153,27.1,AK,ANCHORAGE 2.1 SSW,Anchorage
US1AKAB0062,61.1138,-149.7768,206.0,AK,ANCHORAGE 8.3 SSE,Anchorage
US1AKAB0064,61.4185,-149.4495,102.7,AK,CHUGIAK 2.4 NE,Chugiak
US1AKAB0065,61.1502,-149.9593,27.7,AK,ANCHORAGE 5.1 SSW,Anchorage
US1AKAB0076,61.2938,-149.4068,267.3,AK,EAGLE RIVER 5.9 ESE,Eagle
US1AKAB0081,61.2703,-149.4745,438.6,AK,EAGLE RIVER 5.1 SE,Eagle
US1AKBC0004,61.7025,-157.1699,62.5,AK,SLEETMUTE 1.4 SSE,Sleetmute
US1AKFN0011,64.8933,-147.4436,245.1,AK,FAIRBANKS 7.2 ENE,Fairbanks
US1AKFN0015,64.9186,-147.6304,303.6,AK,FAIRBANKS 5.7 N,Fairbanks
US1AKFN0016,64.8447,-147.7973,133.5,AK,FAIRBANKS 4.4 W,Fairbanks
US1AKFN0032,64.8399,-147.8639,138.7,AK,FAIRBANKS 6.3 W,Fairbanks
US1AKFN0035,64.9243,-148.2586,498.0,AK,FAIRBANKS 18.9 WNW,Fairbanks
US1AKFN0038,64.9509,-148.2157,420.3,AK,FAIRBANKS 18.4 WNW,Fairbanks
US1AKFN0039,68.6266,-149.5945,731.5,AK,ANAKTUVUK PASS 63.8 NE,Anaktuvuk
US1AKFN0044,64.9173,-147.703,379.5,AK,FOX 3.8 SW,Fox
US1AKFN0047,64.9269,-147.6502,274.0,AK,FAIRBANKS 6.2 N,Fairbanks
US1AKHB0002,59.2473,-135.4333,113.1,AK,HAINES 0.5 NNE,Haines
US1AKHB0003,59.2444,-135.4406,104.9,AK,HAINES 0.3 N,Haines
US1AKHB0008,59.2422,-135.4592,42.1,AK,HAINES 0.7 W,Haines
US1AKJB0011,58.3568,-134.5313,17.7,AK,JUNEAU 5.6 NW,Juneau
US1AKJB0016,58.4339,-134.7657,14.0,AK,JUNEAU 15.7 NW,Juneau
US1AKJB0017,58.441,-134.77,59.1,AK,JUNEAU 23.3 W,Juneau
US1AKJB0019,58.2796,-134.3975,11.3,AK,JUNEAU 12.2 SW,Juneau
US1AKKP0006,60.4809,-150.9986,29.9,AK,SOLDOTNA 2.3 ESE,Soldotna
US1AKKP0007,60.4944,-150.7842,88.4,AK,SOLDOTNA 9.5 E,Soldotna
US1AKMS0012,62.2272,-150.0731,116.7,AK,TALKEETNA 7.6 S,Talkeetna
US1AKMS0014,61.6058,-149.5233,150.3,AK,WASILLA 2.7 NW,Wasilla
US1AKMS0015,61.6162,-149.6277,103.9,AK,MEADOW LAKES 1.0 WSW,Meadow
US1AKMS0019,62.1329,-150.5371,111.6,AK,TRAPPER CREEK 8.5 SSW,Trapper
US1AKMS0021,61.5573,-149.3078,70.7,AK,PALMER 7.1 WSW,Palmer
US1AKMS0022,61.7859,-148.5293,314.9,AK,CHICKALOON 1.7 WSW,Chickaloon
US1AKMS0025,61.5678,-149.1616,39.3,AK,PALMER 2.7 SW,Palmer
US1AKMS0026,62.2806,-150.4223,129.2,AK,TRAPPER CREEK 2.2 N,Trapper
US1AKMS0030,61.6275,-149.1616,139.3,AK,PALMER 2.6 NW,Palmer
US1AKPW0001,55.9553,-133.6178,-999.9,AK,EDNA BAY 1.3 E,Edna
US1AKPW0009,55.68,-132.518,22.9,AK,THORNE BAY 0.6 S,Thorne
US1AKPW0011,55.1182,-131.5761,35.4,AK,METLAKATLA 0.5 SSE,Metlakatla
US1AKPW0013,55.0464,-131.5857,32.0,AK,METLAKATLA 5.4 S,Metlakatla
US1AKSF0006,63.9629,-145.4806,381.6,AK,DELTA JUNCTION 9.8 SE,Delta
US1AKVC0006,62.9394,-145.5172,791.0,AK,PAXSON 10.8 SSE,Paxson
US1AKVC0008,62.1139,-145.5256,445.6,AK,GLENNALLEN 3.2 NE,Glennallen
US1AKWP0007,56.4626,-132.3756,23.2,AK,WRANGELL 8.0 NNW,Wrangell
US1AKYK0001,59.537,-139.7032,17.1,AK,YAKUTAT 2.5 SE,Yakutat
US1ALAT0013,32.6444,-86.4302,268.2,AL,DEATSVILLE 3.4 NW,Deatsville
US1ALAT0022,32.4824,-86.5252,75.3,AL,PRATTVILLE 4.8 WNW,Prattville
US1ALBB0008,32.9878,-87.0882,113.7,AL,CENTREVILLE 3.3 NE,Centreville
US1ALBL0005,33.8029,-86.5601,326.1,AL,SPRINGVILLE 5.3 WNW,Springville
US1ALBL0009,33.9416,-86.4555,282.9,AL,ONEONTA 0.9 SE,Oneonta
US1ALBL0013,33.9153,-86.3464,419.4,AL,ONEONTA 7.5 ESE,Oneonta
US1ALBL0018,33.8713,-86.7518,166.4,AL,WARRIOR 5.1 NE,Warrior
US1ALBL0026,33.8631,-86.5491,184.7,AL,ONEONTA 7.6 SW,Oneonta
US1ALBL0027,34.0634,-86.5105,229.5,AL,BLOUNTSVILLE 4.6 ESE,Blountsville
US1ALBR0006,31.8826,-85.5839,133.2,AL,CLAYTON 7.8 W,Clayton
US1ALBR0007,31.8118,-85.1668,82.0,AL,EUFAULA 6.8 S,Eufaula
US1ALBT0002,31.7205,-86.8763,129.8,AL,GEORGIANA 9.8 NW,Georgiana
US1ALBT0004,31.8626,-86.8451,133.2,AL,FOREST HOME 0.2 W,Forest
US1ALBT0005,31.8844,-86.7885,129.8,AL,GREENVILLE 10.2 WNW,Greenville
US1ALBT0006,31.8853,-86.5757,151.5,AL,GREENVILLE 4.9 NE,Greenville
US1ALBT0007,31.9408,-86.5024,133.2,AL,FORT DEPOSIT 5.3 SE,Fort
US1ALBW0003,30.6424,-87.9076,48.2,AL,DAPHNE 1.2 NNW,Daphne
US1ALBW0008,30.3439,-87.7848,13.1,AL,FOLEY 7.4 SW,Foley
US1ALBW0013,30.5667,-87.9005,34.7,AL,FAIRHOPE 3.7 NNW,Fairhope
US1ALBW0026,30.6216,-87.7578,60.0,AL,LOXLEY 0.4 SSW,Loxley
US1ALBW0031,30.3789,-87.6975,20.1,AL,FOLEY 2.0 SSW,Foley
US1ALBW0032,30.5566,-87.9013,3.4,AL,FAIRHOPE 3.1 NNW,Fairhope
US1ALBW0036,30.6759,-87.8563,65.8,AL,DAPHNE 4.2 NE,Daphne
US1ALBW0040,30.5072,-87.9083,13.4,AL,FAIRHOPE 1.5 WSW,Fairhope
US1ALBW0058,30.6849,-87.8683,46.9,AL,SPANISH FORT 1.2 NE,Spanish
US1ALBW0060,30.6077,-87.9081,35.7,AL,DAPHNE 1.5 SSW,Daphne
US1ALBW0066,30.3146,-87.7116,1.2,AL,GULF SHORES 3.1 N,Gulf
US1ALBW0071,30.9809,-87.7574,68.9,AL,BAY MINETTE 7.0 N,Bay
US1ALBW0079,30.5724,-87.8444,40.2,AL,DAPHNE 4.9 SE,Daphne
US1ALBW0085,30.4955,-87.744,28.0,AL,SUMMERDALE 2.7 WNW,Summerdale
US1ALBW0086,30.4831,-87.9114,7.6,AL,POINT CLEAR 0.6 SW,Point
US1ALBW0088,31.0373,-87.7417,74.7,AL,BAY MINETTE 11.0 N,Bay
US1ALBW0089,30.4161,-87.5965,20.1,AL,ELBERTA 0.3 NE,Elberta
US1ALBW0094,30.2514,-87.733,3.0,AL,GULF SHORES 2.3 SW,Gulf
US1ALBW0095,30.3506,-87.6324,11.6,AL,FOLEY 4.9 SE,Foley
US1ALBW0096,30.3576,-87.6108,1.8,AL,ELBERTA 3.9 S,Elberta
US1ALBW0099,30.2349,-87.7836,2.1,AL,GULF SHORES 5.5 WSW,Gulf
US1ALBW0103,30.2636,-87.6421,7.0,AL,NATURE CENTER-GULF SHORES 3.6,Nature
US1ALBW0104,30.2668,-87.6804,10.1,AL,LEARNING CAMPUS-GULF SHORES 1.,Learning
US1ALBW0105,30.3064,-87.6924,9.1,AL,GULF SHORES 2.6 NNE,Gulf
US1ALBW0106,30.5404,-87.8375,22.9,AL,FAIRHOPE 3.3 ENE,Fairhope
US1ALBW0107,30.2323,-87.9785,1.2,AL,FORT MORGAN 2.5 E,Fort
US1ALBW0108,30.5843,-87.8426,41.8,AL,DAPHNE 4.4 SE,Daphne
US1ALBW0109,30.4051,-87.7015,25.3,AL,FOLEY 1.0 W,Foley
US1ALBW0112,30.4293,-87.7218,18.3,AL,FOLEY 2.8 NW,Foley
US1ALBW0113,30.2846,-87.5827,5.2,AL,ORANGE BEACH 0.5 E,Orange
US1ALBW0114,30.5394,-87.7145,39.9,AL,ROBERTSDALE 1.0 SSW,Robertsdale
US1ALBW0115,30.5061,-87.8837,28.7,AL,FAIRHOPE 0.6 S,Fairhope
US1ALBW0120,30.4101,-87.7441,21.6,AL,FOLEY 3.6 W,Foley
US1ALBW0121,30.4093,-87.9038,2.7,AL,FAIRHOPE 7.4 S,Fairhope
US1ALBW0122,30.5439,-87.749,42.4,AL,SILVERHILL 0.1 S,Silverhill
US1ALBW0125,30.5226,-87.9115,14.9,AL,FAIRHOPE 1.7 WNW,Fairhope
US1ALBW0126,30.349,-87.624,16.8,AL,FOLEY 5.3 SE,Foley
US1ALBW0128,30.491,-87.8745,29.3,AL,FAIRHOPE 1.7 SSE,Fairhope
US1ALBW0130,30.5385,-87.8234,18.6,AL,FAIRHOPE 4.0 ENE,Fairhope
US1ALBW0131,30.7431,-87.7948,67.7,AL,STAPLETON 0.1 WNW,Stapleton
US1ALBW0132,30.4519,-87.8282,18.6,AL,FAIRHOPE 5.5 SE,Fairhope
US1ALBW0133,30.5566,-87.6158,41.5,AL,ROBERTSDALE 5.5 E,Robertsdale
US1ALBW0134,30.45,-87.8057,4.3,AL,SUMMERDALE 6.7 WSW,Summerdale
US1ALBW0135,30.3939,-87.4915,21.6,AL,LILLIAN 3.6 WSW,Lillian
US1ALBW0138,30.5553,-87.8553,30.5,AL,FAIRHOPE 3.3 NNE,Fairhope
US1ALBW0139,30.3773,-87.7016,18.9,AL,FOLEY 2.2 SSW,Foley
US1ALBW0140,30.4483,-87.5796,21.9,AL,ELBERTA 2.7 NNE,Elberta
US1ALCE0004,34.2355,-85.7784,273.1,AL,SAND ROCK 0.5 WNW,Sand
US1ALCE0006,34.2368,-85.7988,266.4,AL,COLLINSVILLE 4.2 ESE,Collinsville
US1ALCK0003,31.6447,-87.854,75.0,AL,GROVE HILL 6.1 SW,Grove
US1ALCK0009,31.7089,-87.779,153.0,AL,GROVE HILL 0.4 NNW,Grove
US1ALCK0010,31.8403,-87.7686,123.4,AL,THOMASVILLE 5.2 SSW,Thomasville
US1ALCM0001,34.0438,-87.003,168.9,AL,BREMEN 3.9 NNW,Bremen
US1ALCM0003,34.1703,-86.7624,237.1,AL,CULLMAN 4.4 E,Cullman
US1ALCM0004,34.0656,-86.7354,185.0,AL,HANCEVILLE 1.6 E,Hanceville
US1ALCM0006,34.1004,-86.932,171.3,AL,CULLMAN 7.5 SW,Cullman
US1ALCM0029,34.2513,-86.618,293.8,AL,BAILEYTON 0.8 SSW,Baileyton
US1ALCN0008,33.7623,-85.8182,212.8,AL,WEAVER 0.7 NW,Weaver
US1ALCN0017,33.8864,-85.8902,179.5,AL,GLENCOE 4.8 SSE,Glencoe
US1ALCN0019,33.7701,-85.8593,191.7,AL,ALEXANDRIA 1.6 E,Alexandria
US1ALCT0001,34.6224,-87.7941,236.2,AL,TUSCUMBIA 8.9 SW,Tuscumbia
US1ALCT0004,34.7293,-87.6472,154.8,AL,MUSCLE SHOALS 1.3 SSW,Muscle
US1ALCT0005,34.7655,-87.6813,167.0,AL,SHEFFIELD 1.3 ENE,Sheffield
US1ALCT0010,34.687,-87.6844,149.0,AL,TUSCUMBIA 3.1 SSE,Tuscumbia
US1ALCT0014,34.7754,-87.4736,196.9,AL,MUSCLE SHOALS 9.7 NNE,Muscle
US1ALCV0013,31.4008,-86.6121,114.0,AL,RED LEVEL 0.3 SW,Red
US1ALCW0001,31.9956,-88.2941,111.9,AL,TOXEY 6.0 N,Toxey
US1ALCY0002,33.1815,-86.0462,284.1,AL,GOODWATER 8.4 N,Goodwater
US1ALDK0008,34.5346,-85.7563,396.8,AL,SYLVANIA 3.4 ESE,Sylvania
US1ALDK0009,34.4431,-85.7159,274.3,AL,FORT PAYNE 1.4 WSW,Fort
US1ALDK0017,34.8092,-85.595,492.9,AL,FLAT ROCK 6.3 ENE,Flat
US1ALDK0018,34.3171,-85.9816,349.0,AL,CROSSVILLE 2.2 NNE,Crossville
US1ALDK0019,34.2108,-86.0761,329.5,AL,BOAZ 4.6 E,Boaz
US1ALDK0020,34.41,-85.7215,461.2,AL,FORT PAYNE 3.4 SSW,Fort
US1ALDK0022,34.471,-85.6348,489.8,AL,FORT PAYNE 3.6 ENE,Fort
US1ALDL0015,31.2618,-85.7861,85.3,AL,DALEVILLE 4.9 WSW,Daleville
US1ALDS0001,32.4042,-87.0546,46.0,AL,SELMA 1.5 WSW,Selma
US1ALEL0004,32.5504,-86.3845,120.1,AL,MILLBROOK 4.0 NNW,Millbrook
US1ALEL0012,32.6267,-86.1276,145.7,AL,WETUMPKA 7.2 NE,Wetumpka
US1ALEL0018,32.6784,-86.1402,171.6,AL,WETUMPKA 9.9 NNE,Wetumpka
US1ALEL0022,32.5741,-86.2877,58.8,AL,WETUMPKA 5.4 WNW,Wetumpka
US1ALEL0024,32.5149,-86.3851,117.0,AL,MILLBROOK 1.7 NW,Millbrook
US1ALES0001,31.0566,-87.1668,52.1,AL,POLLARD 2.4 N,Pollard
US1ALES0004,31.1954,-87.0467,69.2,AL,BREWTON 5.8 NNE,Brewton
US1ALET0007,33.964,-86.0617,169.5,AL,RAINBOW CITY 2.8 NNE,Rainbow
US1ALET0008,34.0489,-85.9385,166.4,AL,GADSDEN 5.1 ENE,Gadsden
US1ALFY0013,33.6755,-87.8358,102.4,AL,FAYETTE 1.3 S,Fayette
US1ALGV0006,31.0934,-85.6962,84.7,AL,HARTFORD 0.9 SSW,Hartford
US1ALHN0007,31.3852,-85.3682,98.1,AL,HEADLAND 2.7 NNW,Headland
US1ALHS0013,31.095,-85.464,72.8,AL,REHOBETH 2.1 SSW,Rehobeth
US1ALHS0017,31.2205,-85.4625,78.3,AL,DOTHAN 3.5 WSW,Dothan
US1ALHS0023,31.1777,-85.1709,55.8,AL,PANSEY 1.6 NNE,Pansey
US1ALJC0009,34.7015,-86.0978,193.9,AL,SCOTTSBORO 4.6 NW,Scottsboro
US1ALJC0012,34.7345,-86.21,463.0,AL,WOODVILLE 8.0 NNE,Woodville
US1ALJC0016,34.6863,-85.8796,390.1,AL,PISGAH 1.8 W,Pisgah
US1ALJC0022,34.9463,-85.7169,215.2,AL,BRIDGEPORT 0.2 NE,Bridgeport
US1ALJC0023,34.6523,-86.3311,187.8,AL,PAINT ROCK 0.6 SSW,Paint
US1ALJF0007,33.6153,-86.6242,221.9,AL,TRUSSVILLE 2.3 SW,Trussville
US1ALJF0024,33.7029,-86.5275,263.3,AL,ARGO 1.5 NW,Argo
US1ALJF0025,33.4885,-86.8923,189.9,AL,FAIRFIELD 1.8 NE,Fairfield
US1ALJF0037,33.379,-86.9775,165.2,AL,BESSEMER 1.0 WNW,Bessemer
US1ALJF0038,33.7247,-86.5579,348.1,AL,TRUSSVILLE 6.6 NNE,Trussville
US1ALJF0039,33.4349,-86.7558,232.0,AL,VESTAVIA HILLS 1.8 E,Vestavia
US1ALJF0047,33.3963,-86.8399,270.1,AL,HOOVER 1.9 NW,Hoover
US1ALJF0054,33.4497,-87.0179,161.5,AL,HUEYTOWN 1.4 NW,Hueytown
US1ALJF0057,33.5121,-86.7428,222.8,AL,MOUNTAIN BROOK 1.7 N,Mountain
US1ALJF0062,33.7205,-86.593,321.6,AL,TRUSSVILLE 5.8 N,Trussville
US1ALJF0069,33.4658,-87.0249,181.1,AL,CONCORD 0.4 ESE,Concord
US1ALJF0073,33.422,-86.8392,286.8,AL,HOOVER 3.4 NNW,Hoover
US1ALJF0075,33.5915,-86.6253,228.9,AL,TRUSSVILLE 3.6 SSW,Trussville
US1ALJF0076,33.7501,-86.7333,169.8,AL,MORRIS 4.1 E,Morris
US1ALJF0077,33.7538,-86.6122,283.8,AL,PINSON 6.1 NE,Pinson
US1ALJF0081,33.6936,-86.5367,298.1,AL,ARGO 1.6 WNW,Argo
US1ALJF0083,33.3485,-87.0137,153.0,AL,MCCALLA 0.2 N,Mccalla
US1ALJF0084,33.4051,-86.7744,151.8,AL,HOOVER 3.3 NE,Hoover
US1ALJF0085,33.7888,-86.9503,218.5,AL,SUMITON 6.1 ENE,Sumiton
US1ALJF0087,33.3139,-86.8587,133.2,AL,HELENA 1.7 NNW,Helena
US1ALLD0009,34.9129,-87.8829,224.0,AL,CLOVERDALE 6.6 WSW,Cloverdale
US1ALLD0023,34.8337,-87.658,185.9,AL,FLORENCE 0.6 NE,Florence
US1ALLD0025,34.835,-87.5697,186.2,AL,FLORENCE 5.4 E,Florence
US1ALLD0039,34.9102,-87.8082,185.0,AL,FLORENCE 9.9 NW,Florence
US1ALLD0043,34.8823,-87.7038,188.1,AL,FLORENCE 4.4 NNW,Florence
US1ALLD0045,34.9148,-87.6443,210.3,AL,FLORENCE 6.1 N,Florence
US1ALLD0047,34.8535,-87.6496,180.7,AL,FLORENCE 2.0 NNE,Florence
US1ALLD0053,34.913,-87.495,221.6,AL,KILLEN 4.1 NNE,Killen
US1ALLD0055,34.8168,-87.4445,165.2,AL,KILLEN 5.7 ESE,Killen
US1ALLE0007,32.5844,-85.593,185.9,AL,AUBURN 6.6 W,Auburn
US1ALLE0015,32.5761,-85.4857,182.0,AL,AUBURN 1.2 SSW,Auburn
US1ALLE0016,32.72,-85.1753,219.5,AL,VALLEY 6.1 S,Valley
US1ALLE0022,32.4813,-85.0991,143.9,AL,PHENIX CITY 5.0 WNW,Phenix
US1ALLE0023,32.5199,-85.2031,150.9,AL,SALEM 5.7 SSE,Salem
US1ALLE0025,32.5966,-85.4541,192.3,AL,AUBURN 1.5 E,Auburn
US1ALLE0027,32.6425,-85.4216,229.5,AL,OPELIKA 2.6 WSW,Opelika
US1ALLM0004,33.7725,-88.1039,106.4,AL,VERNON 1.1 NNE,Vernon
US1ALLR0005,34.5819,-87.1109,241.1,AL,TRINITY 1.7 SW,Trinity
US1ALLR0007,34.4972,-87.23,204.2,AL,MOULTON 3.1 ENE,Moulton
US1ALLR0008,34.5807,-87.2063,228.0,AL,HILLSBORO 4.1 SSW,Hillsboro
US1ALLR0009,34.347,-87.2538,271.0,AL,DANVILLE 10.6 WSW,Danville
US1ALLS0002,34.8044,-86.8304,224.0,AL,CAPSHAW 3.0 NW,Capshaw
US1ALLS0015,34.8327,-87.1698,184.1,AL,LESTER 10.5 S,Lester
US1ALLS0019,34.7866,-86.9123,203.9,AL,ATHENS 2.7 E,Athens
US1ALLS0023,34.7869,-86.9536,210.3,AL,ATHENS 1.5 SE,Athens
US1ALLS0026,34.7098,-86.8057,214.0,AL,MADISON 3.2 W,Madison
US1ALLS0034,34.7808,-86.8642,219.2,AL,ATHENS 5.4 E,Athens
US1ALLS0036,34.7751,-87.0016,217.9,AL,ATHENS 2.5 WSW,Athens
US1ALLS0038,34.8185,-86.9319,218.5,AL,ATHENS 2.8 NE,Athens
US1ALLS0040,34.8337,-86.8324,241.7,AL,ATHENS 8.0 ENE,Athens
US1ALLS0043,34.7776,-87.0462,217.0,AL,ATHENS 4.9 W,Athens
US1ALLS0046,34.7485,-86.8842,208.5,AL,ATHENS 5.0 ESE,Athens
US1ALLS0048,34.7327,-86.8093,205.4,AL,MADISON 4.0 WNW,Madison
US1ALMB0001,30.6078,-88.2585,49.7,AL,TILLMANS CORNER 4.3 WNW,Tillmans
US1ALMB0004,30.69,-88.13,30.5,AL,MOBILE 2.6 WNW,Mobile
US1ALMB0024,30.737,-88.274,71.9,AL,WILMER 7.9 SE,Wilmer
US1ALMB0049,30.671,-88.108,10.1,AL,MOBILE 1.2 WSW,Mobile
US1ALMB0060,30.7363,-88.1818,55.5,AL,MOBILE 5.0 WNW,Mobile
US1ALMB0061,30.6186,-88.2779,53.9,AL,MOBILE 11.9 WSW,Mobile
US1ALMB0063,30.6117,-88.3342,26.2,AL,TILLMANS CORNER 8.7 WNW,Tillmans
US1ALMB0071,30.6682,-88.2632,63.1,AL,MOBILE 10.4 W,Mobile
US1ALMB0072,30.6362,-88.2717,46.6,AL,MOBILE 11.2 WSW,Mobile
US1ALMB0076,30.6865,-88.0674,9.8,AL,MOBILE 1.4 ENE,Mobile
US1ALMB0085,30.6003,-88.1135,0.0,AL,MOBILE 5.5 SSW,Mobile
US1ALMB0086,30.4524,-88.1387,5.2,AL,THEODORE 6.8 SSE,Theodore
US1ALMB0087,30.5961,-88.1282,1.2,AL,MOBILE 6.1 SSW,Mobile
US1ALMB0089,30.5663,-88.1001,2.7,AL,THEODORE 4.8 ENE,Theodore
US1ALMB0095,30.6276,-88.2215,50.0,AL,MOBILE 8.6 WSW,Mobile
US1ALMB0096,30.4555,-88.1487,16.2,AL,THEODORE 6.4 SSE,Theodore
US1ALMB0099,30.6873,-88.0941,13.7,AL,MOBILE 0.7 NNW,Mobile
US1ALMB0101,30.7611,-88.0849,10.1,AL,CHICKASAW 0.8 S,Chickasaw
US1ALMB0102,30.6066,-88.2504,55.2,AL,MOBILE 10.8 WSW,Mobile
US1ALMB0110,30.6306,-88.2066,31.4,AL,MOBILE 7.7 WSW,Mobile
US1ALMB0115,30.7878,-88.3233,56.7,AL,WILMER 3.4 SE,Wilmer
US1ALMB0118,30.6836,-88.1377,18.3,AL,MOBILE 2.9 W,Mobile
US1ALMB0119,30.695,-88.1612,64.0,AL,MOBILE 4.5 WNW,Mobile
US1ALMB0122,30.5088,-88.2446,39.9,AL,IRVINGTON 1.2 W,Irvington
US1ALMB0123,30.8118,-88.1825,80.8,AL,PRICHARD 4.1 NW,Prichard
US1ALMB0124,30.6692,-88.2479,60.0,AL,MOBILE 9.5 W,Mobile
US1ALMB0126,30.8509,-88.1368,43.0,AL,SARALAND 3.1 NW,Saraland
US1ALMB0127,30.591,-88.3588,27.4,AL,GRAND BAY 8.3 N,Grand
US1ALMB0135,30.6575,-88.1981,44.2,AL,MOBILE 6.6 WSW,Mobile
US1ALMD0003,34.6996,-86.5574,235.0,AL,HUNTSVILLE 4.0 E,Huntsville
US1ALMD0006,34.9352,-86.5835,246.9,AL,HAZEL GREEN 1.2 NW,Hazel
US1ALMD0012,34.5999,-86.5813,180.1,AL,HUNTSVILLE 7.9 SSE,Huntsville
US1ALMD0017,34.7731,-86.4266,219.8,AL,BROWNSBORO 1.9 NNE,Brownsboro
US1ALMD0031,34.72,-86.7361,256.9,AL,MADISON 1.4 NNE,Madison
US1ALMD0033,34.6706,-86.515,429.2,AL,HAMPTON COVE 2.1 WNW,Hampton
US1ALMD0082,34.8169,-86.7272,258.2,AL,MADISON 8.0 N,Madison
US1ALMD0085,34.8187,-86.6983,234.1,AL,HARVEST 3.9 SE,Harvest
US1ALMD0088,34.7282,-86.7463,237.1,AL,MADISON 1.8 N,Madison
US1ALMD0090,34.733,-86.5713,223.1,AL,HUNTSVILLE 3.7 ENE,Huntsville
US1ALMD0097,34.74,-86.5668,209.7,AL,HUNTSVILLE 4.1 ENE,Huntsville
US1ALMD0098,34.7982,-86.7048,235.6,AL,HUNTSVILLE 7.7 NW,Huntsville
US1ALMD0099,34.7714,-86.4763,215.5,AL,RYLAND 0.3 ENE,Ryland
US1ALMD0105,34.8128,-86.7705,251.5,AL,HARVEST 3.2 SSW,Harvest
US1ALMD0107,34.7394,-86.6966,209.1,AL,HUNTSVILLE 4.5 WNW,Huntsville
US1ALMD0111,34.8935,-86.4373,239.3,AL,NEW MARKET 1.3 SSW,New
US1ALMD0112,34.6345,-86.4972,187.8,AL,OWENS CROSSROADS 4.2 NNW,Owens
US1ALMD0113,34.8567,-86.685,262.7,AL,TONEY 4.0 SE,Toney
US1ALMD0116,34.71,-86.6339,204.2,AL,HUNTSVILLE 3.0 SW (BOTANICAL G,Huntsville
US1ALMD0118,34.653,-86.576,175.0,AL,HUNTSVILLE 4.8 SE,Huntsville
US1ALMD0120,34.743,-86.5719,206.3,AL,HUNTSVILLE 4.0 NE,Huntsville
US1ALMD0121,34.7351,-86.5577,208.2,AL,HUNTSVILLE 4.4 ENE,Huntsville
US1ALMD0122,34.7979,-86.392,221.6,AL,GURLEY 6.6 N,Gurley
US1ALMD0123,34.6146,-86.7467,187.1,AL,MADISON 6.1 S,Madison
US1ALMD0124,34.8252,-86.5217,228.3,AL,HUNTSVILLE 10.2 NE,Huntsville
US1ALMD0126,34.6288,-86.5355,183.8,AL,HUNTSVILLE 7.5 SE,Huntsville
US1ALMD0127,34.8341,-86.4722,217.0,AL,NEW MARKET 5.9 SSW,New
US1ALMD0130,34.7494,-86.474,208.8,AL,BROWNSBORO 1.8 W,Brownsboro
US1ALMD0132,34.8181,-86.6955,233.2,AL,HARVEST 4.0 SE,Harvest
US1ALMD0135,34.8457,-86.5813,222.8,AL,MERIDIANVILLE 2.0 SSW,Meridianville
US1ALMG0009,34.3638,-86.8217,253.0,AL,FALKVILLE 5.1 E,Falkville
US1ALMG0012,34.4907,-86.6328,394.1,AL,LACEY'S SPRING 3.4 SSW,Lacey'S
US1ALMG0014,34.4552,-86.7744,191.1,AL,SOMERVILLE 2.0 SE,Somerville
US1ALMG0017,34.5148,-86.9146,249.6,AL,PRICEVILLE 1.8 WSW,Priceville
US1ALMG0027,34.4054,-86.6965,180.7,AL,SOMERVILLE 7.7 SE,Somerville
US1ALMG0030,34.5186,-86.9292,202.7,AL,DECATUR 5.0 SE,Decatur
US1ALMG0035,34.4048,-86.9868,185.9,AL,HARTSELLE 3.5 SW,Hartselle
US1ALMG0036,34.5714,-87.0253,190.5,AL,DECATUR 2.1 W,Decatur
US1ALMG0037,34.4573,-86.9692,197.2,AL,HARTSELLE 2.2 NW,Hartselle
US1ALMG0038,34.4739,-86.9289,183.5,AL,HARTSELLE 2.6 NNE,Hartselle
US1ALMN0003,31.2875,-87.6418,63.1,AL,URIAH 8.1 W,Uriah
US1ALMN0006,31.4126,-87.484,118.0,AL,FRISCO CITY 5.0 WSW,Frisco
US1ALMN0007,31.5012,-87.3872,128.3,AL,MEXIA 0.4 S,Mexia
